seed_id,activity_id,domain,activity,participant,task,context,environmental_constraints,body_or_hand_state,friction_family,friction_hypothesis,observed_workaround_hypothesis,product_territory,seasonal_tags,shared_predicates,fact_status,risk_flags,research_status,created_at,last_verified_at
seed-0717,act-outdoor-backyard-fire-pit-use,outdoor_cooking_fire,Backyard fire-pit use,ordinary participant or hobbyist,transport dirty cookware,after meal or event,"grease, odor, residual heat",tired; hands full,dirty_clean_transition,dirty items leak into vehicle or bag,trash bags and foil,washable sealed cookware carrier,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0718,act-outdoor-wood-fired-cooking,outdoor_cooking_fire,Wood-fired cooking,ordinary participant or hobbyist,stage hot or dirty tools,limited surface near heat,"grease, wind, darkness",one hand cooking,hot_tool_staging,tools contaminate surfaces or become unsafe,plate edges and grill lids,heat-safe tool station,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0719,act-outdoor-wood-fired-cooking,outdoor_cooking_fire,Wood-fired cooking,ordinary participant or hobbyist,organize ingredients and fuel,temporary outdoor setup,"wind, insects, rain",hands wet or greasy,setup_complexity,small components and packaging spread out,"bins, grocery bags, cooler lids",nested prep and fuel organizer,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0720,act-outdoor-wood-fired-cooking,outdoor_cooking_fire,Wood-fired cooking,ordinary participant or hobbyist,transport dirty cookware,after meal or event,"grease, odor, residual heat",tired; hands full,dirty_clean_transition,dirty items leak into vehicle or bag,trash bags and foil,washable sealed cookware carrier,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0721,act-outdoor-outdoor-coffee-brewing,outdoor_cooking_fire,Outdoor coffee brewing,ordinary participant or hobbyist,stage hot or dirty tools,limited surface near heat,"grease, wind, darkness",one hand cooking,hot_tool_staging,tools contaminate surfaces or become unsafe,plate edges and grill lids,heat-safe tool station,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0722,act-outdoor-outdoor-coffee-brewing,outdoor_cooking_fire,Outdoor coffee brewing,ordinary participant or hobbyist,organize ingredients and fuel,temporary outdoor setup,"wind, insects, rain",hands wet or greasy,setup_complexity,small components and packaging spread out,"bins, grocery bags, cooler lids",nested prep and fuel organizer,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0723,act-outdoor-outdoor-coffee-brewing,outdoor_cooking_fire,Outdoor coffee brewing,ordinary participant or hobbyist,transport dirty cookware,after meal or event,"grease, odor, residual heat",tired; hands full,dirty_clean_transition,dirty items leak into vehicle or bag,trash bags and foil,washable sealed cookware carrier,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0724,act-outdoor-outdoor-meal-preparation,outdoor_cooking_fire,Outdoor meal preparation,ordinary participant or hobbyist,stage hot or dirty tools,limited surface near heat,"grease, wind, darkness",one hand cooking,hot_tool_staging,tools contaminate surfaces or become unsafe,plate edges and grill lids,heat-safe tool station,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0725,act-outdoor-outdoor-meal-preparation,outdoor_cooking_fire,Outdoor meal preparation,ordinary participant or hobbyist,organize ingredients and fuel,temporary outdoor setup,"wind, insects, rain",hands wet or greasy,setup_complexity,small components and packaging spread out,"bins, grocery bags, cooler lids",nested prep and fuel organizer,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0726,act-outdoor-outdoor-meal-preparation,outdoor_cooking_fire,Outdoor meal preparation,ordinary participant or hobbyist,transport dirty cookware,after meal or event,"grease, odor, residual heat",tired; hands full,dirty_clean_transition,dirty items leak into vehicle or bag,trash bags and foil,washable sealed cookware carrier,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0727,act-outdoor-fish-cleaning-station-use,outdoor_cooking_fire,Fish cleaning station use,ordinary participant or hobbyist,stage hot or dirty tools,limited surface near heat,"grease, wind, darkness",one hand cooking,hot_tool_staging,tools contaminate surfaces or become unsafe,plate edges and grill lids,heat-safe tool station,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0728,act-outdoor-fish-cleaning-station-use,outdoor_cooking_fire,Fish cleaning station use,ordinary participant or hobbyist,organize ingredients and fuel,temporary outdoor setup,"wind, insects, rain",hands wet or greasy,setup_complexity,small components and packaging spread out,"bins, grocery bags, cooler lids",nested prep and fuel organizer,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0729,act-outdoor-fish-cleaning-station-use,outdoor_cooking_fire,Fish cleaning station use,ordinary participant or hobbyist,transport dirty cookware,after meal or event,"grease, odor, residual heat",tired; hands full,dirty_clean_transition,dirty items leak into vehicle or bag,trash bags and foil,washable sealed cookware carrier,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0730,act-outdoor-garden-harvest-processing,outdoor_cooking_fire,Garden-harvest processing,ordinary participant or hobbyist,stage hot or dirty tools,limited surface near heat,"grease, wind, darkness",one hand cooking,hot_tool_staging,tools contaminate surfaces or become unsafe,plate edges and grill lids,heat-safe tool station,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0731,act-outdoor-garden-harvest-processing,outdoor_cooking_fire,Garden-harvest processing,ordinary participant or hobbyist,organize ingredients and fuel,temporary outdoor setup,"wind, insects, rain",hands wet or greasy,setup_complexity,small components and packaging spread out,"bins, grocery bags, cooler lids",nested prep and fuel organizer,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0732,act-outdoor-garden-harvest-processing,outdoor_cooking_fire,Garden-harvest processing,ordinary participant or hobbyist,transport dirty cookware,after meal or event,"grease, odor, residual heat",tired; hands full,dirty_clean_transition,dirty items leak into vehicle or bag,trash bags and foil,washable sealed cookware carrier,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0733,act-outdoor-picnic-cooking,outdoor_cooking_fire,Picnic cooking,ordinary participant or hobbyist,stage hot or dirty tools,limited surface near heat,"grease, wind, darkness",one hand cooking,hot_tool_staging,tools contaminate surfaces or become unsafe,plate edges and grill lids,heat-safe tool station,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0734,act-outdoor-picnic-cooking,outdoor_cooking_fire,Picnic cooking,ordinary participant or hobbyist,organize ingredients and fuel,temporary outdoor setup,"wind, insects, rain",hands wet or greasy,setup_complexity,small components and packaging spread out,"bins, grocery bags, cooler lids",nested prep and fuel organizer,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0735,act-outdoor-picnic-cooking,outdoor_cooking_fire,Picnic cooking,ordinary participant or hobbyist,transport dirty cookware,after meal or event,"grease, odor, residual heat",tired; hands full,dirty_clean_transition,dirty items leak into vehicle or bag,trash bags and foil,washable sealed cookware carrier,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0736,act-outdoor-tailgate-cooking,outdoor_cooking_fire,Tailgate cooking,ordinary participant or hobbyist,stage hot or dirty tools,limited surface near heat,"grease, wind, darkness",one hand cooking,hot_tool_staging,tools contaminate surfaces or become unsafe,plate edges and grill lids,heat-safe tool station,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0737,act-outdoor-tailgate-cooking,outdoor_cooking_fire,Tailgate cooking,ordinary participant or hobbyist,organize ingredients and fuel,temporary outdoor setup,"wind, insects, rain",hands wet or greasy,setup_complexity,small components and packaging spread out,"bins, grocery bags, cooler lids",nested prep and fuel organizer,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0738,act-outdoor-tailgate-cooking,outdoor_cooking_fire,Tailgate cooking,ordinary participant or hobbyist,transport dirty cookware,after meal or event,"grease, odor, residual heat",tired; hands full,dirty_clean_transition,dirty items leak into vehicle or bag,trash bags and foil,washable sealed cookware carrier,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0739,act-outdoor-fuel-organization,outdoor_cooking_fire,Fuel organization,ordinary participant or hobbyist,stage hot or dirty tools,limited surface near heat,"grease, wind, darkness",one hand cooking,hot_tool_staging,tools contaminate surfaces or become unsafe,plate edges and grill lids,heat-safe tool station,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0740,act-outdoor-fuel-organization,outdoor_cooking_fire,Fuel organization,ordinary participant or hobbyist,organize ingredients and fuel,temporary outdoor setup,"wind, insects, rain",hands wet or greasy,setup_complexity,small components and packaging spread out,"bins, grocery bags, cooler lids",nested prep and fuel organizer,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0741,act-outdoor-fuel-organization,outdoor_cooking_fire,Fuel organization,ordinary participant or hobbyist,transport dirty cookware,after meal or event,"grease, odor, residual heat",tired; hands full,dirty_clean_transition,dirty items leak into vehicle or bag,trash bags and foil,washable sealed cookware carrier,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0742,act-outdoor-firewood-organization,outdoor_cooking_fire,Firewood organization,ordinary participant or hobbyist,stage hot or dirty tools,limited surface near heat,"grease, wind, darkness",one hand cooking,hot_tool_staging,tools contaminate surfaces or become unsafe,plate edges and grill lids,heat-safe tool station,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0743,act-outdoor-firewood-organization,outdoor_cooking_fire,Firewood organization,ordinary participant or hobbyist,organize ingredients and fuel,temporary outdoor setup,"wind, insects, rain",hands wet or greasy,setup_complexity,small components and packaging spread out,"bins, grocery bags, cooler lids",nested prep and fuel organizer,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0744,act-outdoor-firewood-organization,outdoor_cooking_fire,Firewood organization,ordinary participant or hobbyist,transport dirty cookware,after meal or event,"grease, odor, residual heat",tired; hands full,dirty_clean_transition,dirty items leak into vehicle or bag,trash bags and foil,washable sealed cookware carrier,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0745,act-outdoor-cooking-after-dark,outdoor_cooking_fire,Cooking after dark,ordinary participant or hobbyist,stage hot or dirty tools,limited surface near heat,"grease, wind, darkness",one hand cooking,hot_tool_staging,tools contaminate surfaces or become unsafe,plate edges and grill lids,heat-safe tool station,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0746,act-outdoor-cooking-after-dark,outdoor_cooking_fire,Cooking after dark,ordinary participant or hobbyist,organize ingredients and fuel,temporary outdoor setup,"wind, insects, rain",hands wet or greasy,setup_complexity,small components and packaging spread out,"bins, grocery bags, cooler lids",nested prep and fuel organizer,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0747,act-outdoor-cooking-after-dark,outdoor_cooking_fire,Cooking after dark,ordinary participant or hobbyist,transport dirty cookware,after meal or event,"grease, odor, residual heat",tired; hands full,dirty_clean_transition,dirty items leak into vehicle or bag,trash bags and foil,washable sealed cookware carrier,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0748,act-outdoor-dirty-cookware-transport,outdoor_cooking_fire,Dirty cookware transport,ordinary participant or hobbyist,stage hot or dirty tools,limited surface near heat,"grease, wind, darkness",one hand cooking,hot_tool_staging,tools contaminate surfaces or become unsafe,plate edges and grill lids,heat-safe tool station,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0749,act-outdoor-dirty-cookware-transport,outdoor_cooking_fire,Dirty cookware transport,ordinary participant or hobbyist,organize ingredients and fuel,temporary outdoor setup,"wind, insects, rain",hands wet or greasy,setup_complexity,small components and packaging spread out,"bins, grocery bags, cooler lids",nested prep and fuel organizer,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0750,act-outdoor-dirty-cookware-transport,outdoor_cooking_fire,Dirty cookware transport,ordinary participant or hobbyist,transport dirty cookware,after meal or event,"grease, odor, residual heat",tired; hands full,dirty_clean_transition,dirty items leak into vehicle or bag,trash bags and foil,washable sealed cookware carrier,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0751,act-outdoor-dutch-oven-cooking,outdoor_cooking_fire,Dutch-oven cooking,ordinary participant or hobbyist,stage hot or dirty tools,limited surface near heat,"grease, wind, darkness",one hand cooking,hot_tool_staging,tools contaminate surfaces or become unsafe,plate edges and grill lids,heat-safe tool station,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0752,act-outdoor-dutch-oven-cooking,outdoor_cooking_fire,Dutch-oven cooking,ordinary participant or hobbyist,organize ingredients and fuel,temporary outdoor setup,"wind, insects, rain",hands wet or greasy,setup_complexity,small components and packaging spread out,"bins, grocery bags, cooler lids",nested prep and fuel organizer,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0753,act-outdoor-dutch-oven-cooking,outdoor_cooking_fire,Dutch-oven cooking,ordinary participant or hobbyist,transport dirty cookware,after meal or event,"grease, odor, residual heat",tired; hands full,dirty_clean_transition,dirty items leak into vehicle or bag,trash bags and foil,washable sealed cookware carrier,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0754,act-outdoor-portable-griddle-cooking,outdoor_cooking_fire,Portable griddle cooking,ordinary participant or hobbyist,stage hot or dirty tools,limited surface near heat,"grease, wind, darkness",one hand cooking,hot_tool_staging,tools contaminate surfaces or become unsafe,plate edges and grill lids,heat-safe tool station,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0755,act-outdoor-portable-griddle-cooking,outdoor_cooking_fire,Portable griddle cooking,ordinary participant or hobbyist,organize ingredients and fuel,temporary outdoor setup,"wind, insects, rain",hands wet or greasy,setup_complexity,small components and packaging spread out,"bins, grocery bags, cooler lids",nested prep and fuel organizer,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0756,act-outdoor-portable-griddle-cooking,outdoor_cooking_fire,Portable griddle cooking,ordinary participant or hobbyist,transport dirty cookware,after meal or event,"grease, odor, residual heat",tired; hands full,dirty_clean_transition,dirty items leak into vehicle or bag,trash bags and foil,washable sealed cookware carrier,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0757,act-outdoor-outdoor-baking,outdoor_cooking_fire,Outdoor baking,ordinary participant or hobbyist,stage hot or dirty tools,limited surface near heat,"grease, wind, darkness",one hand cooking,hot_tool_staging,tools contaminate surfaces or become unsafe,plate edges and grill lids,heat-safe tool station,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0758,act-outdoor-outdoor-baking,outdoor_cooking_fire,Outdoor baking,ordinary participant or hobbyist,organize ingredients and fuel,temporary outdoor setup,"wind, insects, rain",hands wet or greasy,setup_complexity,small components and packaging spread out,"bins, grocery bags, cooler lids",nested prep and fuel organizer,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0759,act-outdoor-outdoor-baking,outdoor_cooking_fire,Outdoor baking,ordinary participant or hobbyist,transport dirty cookware,after meal or event,"grease, odor, residual heat",tired; hands full,dirty_clean_transition,dirty items leak into vehicle or bag,trash bags and foil,washable sealed cookware carrier,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0760,act-outdoor-camp-dishwashing,outdoor_cooking_fire,Camp dishwashing,ordinary participant or hobbyist,stage hot or dirty tools,limited surface near heat,"grease, wind, darkness",one hand cooking,hot_tool_staging,tools contaminate surfaces or become unsafe,plate edges and grill lids,heat-safe tool station,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0761,act-outdoor-camp-dishwashing,outdoor_cooking_fire,Camp dishwashing,ordinary participant or hobbyist,organize ingredients and fuel,temporary outdoor setup,"wind, insects, rain",hands wet or greasy,setup_complexity,small components and packaging spread out,"bins, grocery bags, cooler lids",nested prep and fuel organizer,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0762,act-outdoor-camp-dishwashing,outdoor_cooking_fire,Camp dishwashing,ordinary participant or hobbyist,transport dirty cookware,after meal or event,"grease, odor, residual heat",tired; hands full,dirty_clean_transition,dirty items leak into vehicle or bag,trash bags and foil,washable sealed cookware carrier,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0763,act-property-pool-maintenance,property_water_care,Pool maintenance,ordinary participant or hobbyist,carry tools and consumables,moving around property,"water, chemicals, sun, height",wet or dirty hands,tool_access,frequent return trips and misplaced items,buckets and pockets,task-specific service caddy,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0764,act-property-pool-maintenance,property_water_care,Pool maintenance,ordinary participant or hobbyist,store seasonal components,off-season transition,"moisture, pests, UV",bulky irregular parts,seasonal_storage,parts are lost or degrade between seasons,unlabeled bins and loose shelves,indexed ventilated seasonal storage,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0765,act-property-pool-maintenance,property_water_care,Pool maintenance,ordinary participant or hobbyist,"manage hose, cable, or cover",repetitive setup and teardown,"water, dirt, wind",hands pulling long flexible objects,tangle_management,"long items kink, tangle, or drag",hand coils and improvised ties,quick-coil retention system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0766,act-property-hot-tub-maintenance,property_water_care,Hot-tub maintenance,ordinary participant or hobbyist,carry tools and consumables,moving around property,"water, chemicals, sun, height",wet or dirty hands,tool_access,frequent return trips and misplaced items,buckets and pockets,task-specific service caddy,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0767,act-property-hot-tub-maintenance,property_water_care,Hot-tub maintenance,ordinary participant or hobbyist,store seasonal components,off-season transition,"moisture, pests, UV",bulky irregular parts,seasonal_storage,parts are lost or degrade between seasons,unlabeled bins and loose shelves,indexed ventilated seasonal storage,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0768,act-property-hot-tub-maintenance,property_water_care,Hot-tub maintenance,ordinary participant or hobbyist,"manage hose, cable, or cover",repetitive setup and teardown,"water, dirt, wind",hands pulling long flexible objects,tangle_management,"long items kink, tangle, or drag",hand coils and improvised ties,quick-coil retention system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0769,act-property-pond-maintenance,property_water_care,Pond maintenance,ordinary participant or hobbyist,carry tools and consumables,moving around property,"water, chemicals, sun, height",wet or dirty hands,tool_access,frequent return trips and misplaced items,buckets and pockets,task-specific service caddy,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0770,act-property-pond-maintenance,property_water_care,Pond maintenance,ordinary participant or hobbyist,store seasonal components,off-season transition,"moisture, pests, UV",bulky irregular parts,seasonal_storage,parts are lost or degrade between seasons,unlabeled bins and loose shelves,indexed ventilated seasonal storage,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0771,act-property-pond-maintenance,property_water_care,Pond maintenance,ordinary participant or hobbyist,"manage hose, cable, or cover",repetitive setup and teardown,"water, dirt, wind",hands pulling long flexible objects,tangle_management,"long items kink, tangle, or drag",hand coils and improvised ties,quick-coil retention system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0772,act-property-fountain-maintenance,property_water_care,Fountain maintenance,ordinary participant or hobbyist,carry tools and consumables,moving around property,"water, chemicals, sun, height",wet or dirty hands,tool_access,frequent return trips and misplaced items,buckets and pockets,task-specific service caddy,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0773,act-property-fountain-maintenance,property_water_care,Fountain maintenance,ordinary participant or hobbyist,store seasonal components,off-season transition,"moisture, pests, UV",bulky irregular parts,seasonal_storage,parts are lost or degrade between seasons,unlabeled bins and loose shelves,indexed ventilated seasonal storage,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0774,act-property-fountain-maintenance,property_water_care,Fountain maintenance,ordinary participant or hobbyist,"manage hose, cable, or cover",repetitive setup and teardown,"water, dirt, wind",hands pulling long flexible objects,tangle_management,"long items kink, tangle, or drag",hand coils and improvised ties,quick-coil retention system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0775,act-property-dock-maintenance,property_water_care,Dock maintenance,ordinary participant or hobbyist,carry tools and consumables,moving around property,"water, chemicals, sun, height",wet or dirty hands,tool_access,frequent return trips and misplaced items,buckets and pockets,task-specific service caddy,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0776,act-property-dock-maintenance,property_water_care,Dock maintenance,ordinary participant or hobbyist,store seasonal components,off-season transition,"moisture, pests, UV",bulky irregular parts,seasonal_storage,parts are lost or degrade between seasons,unlabeled bins and loose shelves,indexed ventilated seasonal storage,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0777,act-property-dock-maintenance,property_water_care,Dock maintenance,ordinary participant or hobbyist,"manage hose, cable, or cover",repetitive setup and teardown,"water, dirt, wind",hands pulling long flexible objects,tangle_management,"long items kink, tangle, or drag",hand coils and improvised ties,quick-coil retention system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0778,act-property-cabin-maintenance,property_water_care,Cabin maintenance,ordinary participant or hobbyist,carry tools and consumables,moving around property,"water, chemicals, sun, height",wet or dirty hands,tool_access,frequent return trips and misplaced items,buckets and pockets,task-specific service caddy,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0779,act-property-cabin-maintenance,property_water_care,Cabin maintenance,ordinary participant or hobbyist,store seasonal components,off-season transition,"moisture, pests, UV",bulky irregular parts,seasonal_storage,parts are lost or degrade between seasons,unlabeled bins and loose shelves,indexed ventilated seasonal storage,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0780,act-property-cabin-maintenance,property_water_care,Cabin maintenance,ordinary participant or hobbyist,"manage hose, cable, or cover",repetitive setup and teardown,"water, dirt, wind",hands pulling long flexible objects,tangle_management,"long items kink, tangle, or drag",hand coils and improvised ties,quick-coil retention system,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0781,act-property-cottage-opening,property_water_care,Cottage opening,ordinary participant or hobbyist,carry tools and consumables,moving around property,"water, chemicals, sun, height",wet or dirty hands,tool_access,frequent return trips and misplaced items,buckets and pockets,task-specific service caddy,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
seed-0782,act-property-cottage-opening,property_water_care,Cottage opening,ordinary participant or hobbyist,store seasonal components,off-season transition,"moisture, pests, UV",bulky irregular parts,seasonal_storage,parts are lost or degrade between seasons,unlabeled bins and loose shelves,indexed ventilated seasonal storage,outdoor;regional;verify-current-window,carry;access;retain;separate;protect;set-up;clean;repair,hypothesis,"verify safety, compliance, IP, and platform rules",seed,2026-07-19,
